"","CAMIS","DBA","INSPECTION.DATE","GRADE","INSPECTION.TYPE","SCORE"
"19338","50060762","LILY RESTAURANT","05/01/2018","A","Cycle Inspection / Initial Inspection",13
"19339","50060763","NIKAS MARKET DELIGHTS","04/03/2018","A","Cycle Inspection / Initial Inspection",13
"19340","50060766","AREPPAS","10/04/2018","A","Cycle Inspection / Re-inspection",9
"19341","50060771","HAPPY WOK","12/13/2018","B","Cycle Inspection / Re-inspection",25
"19342","50060781","KUMA NYC","04/23/2018","A","Cycle Inspection / Initial Inspection",11
"19343","50060784","TING HUA CHINESE RESTAURANT","12/10/2018","A","Cycle Inspection / Re-inspection",13
"19344","50060786","MCDONALDS","11/26/2018","A","Cycle Inspection / Re-inspection",9
"19345","50060798","CROSSROAD CAFE (MORGAN LEWIS)","05/03/2018","A","Cycle Inspection / Initial Inspection",5
"19346","50060802","HYATT HOUSE NEW YORK/ CHELSEA","05/11/2018","A","Cycle Inspection / Initial Inspection",12
"19347","50060807","CENTURY CHINESE FOOD","01/23/2019","A","Cycle Inspection / Initial Inspection",7
"19348","50060808","Abou Bakery","11/01/2018","A","Cycle Inspection / Initial Inspection",12
"19349","50060813","DUNKIN DONUTS","03/07/2019","A","Cycle Inspection / Initial Inspection",12
"19350","50060814","39 KINGS","02/07/2019","A","Cycle Inspection / Re-inspection",5
"19351","50060821","FOR FIVE COFFEE ROASTERS","04/25/2018","A","Cycle Inspection / Initial Inspection",3
"19352","50060822","NOBU 195","03/21/2019","Z","Cycle Inspection / Re-inspection",27
"19353","50060826","JERSEY MIKE'S SUBS","09/19/2018","A","Cycle Inspection / Initial Inspection",7
"19354","50060830","BLUE DOG","01/28/2019","Z","Cycle Inspection / Reopening Inspection",10
"19355","50060854","BARROW STREET THEATRE","03/28/2018","A","Pre-permit (Operational) / Initial Inspection",10
"19356","50060858","SISTER JANE","06/12/2018","B","Pre-permit (Operational) / Re-inspection",25
"19357","50060861","THE BROOKLYN A HOTEL","09/20/2018","B","Cycle Inspection / Re-inspection",23
"19358","50060863","COLONY FRIED CHICKEN","04/17/2018","A","Cycle Inspection / Initial Inspection",13
"19359","50060864","SAPPORO ICHIBAN","04/10/2019","A","Cycle Inspection / Initial Inspection",11
"19360","50060865","THE HALAL SPOT","10/10/2018","A","Cycle Inspection / Initial Inspection",11
"19361","50060875","EL CONDE NUEVO","11/30/2018","A","Cycle Inspection / Initial Inspection",12
"19362","50060883","CACHAPAS Y MAS EXPRESS","03/20/2019",NA,"Cycle Inspection / Initial Inspection",6
"19363","50060885","THE SHADMOOR","03/26/2019","A","Cycle Inspection / Re-inspection",7
"19364","50060889","BOMBAY SANDWICH CO","05/15/2018","A","Cycle Inspection / Initial Inspection",13
"19365","50060908","ILLUSIONS HOOKAH & MIXOLOGY LOUNGE","03/30/2019","A","Cycle Inspection / Initial Inspection",9
"19366","50060913","AL CHOLO WEST INDIAN BAKERY & HEALTH FOOD STORE","10/10/2018","A","Cycle Inspection / Re-inspection",7
"19367","50060914","L' CALA","03/30/2019","A","Cycle Inspection / Initial Inspection",11
"19368","50060916","HWA YUAN SZECHUAN","10/30/2018","A","Cycle Inspection / Initial Inspection",12
"19369","50060917","21ST LIC DELI & GROCERY","01/10/2019","A","Cycle Inspection / Re-inspection",9
"19370","50060918","JOE BROADWAYS SPORTS PUB","04/30/2018","A","Cycle Inspection / Initial Inspection",11
"19371","50060922","POKEWORKS","09/04/2018","A","Cycle Inspection / Initial Inspection",9
"19372","50060926","BLUE POINT/PIZZA VINO/APARTMENT 7B","12/13/2018","A","Cycle Inspection / Initial Inspection",11
"19373","50060932","525 LEX Restaurant/M Club Lounge/illy Caf̩","07/25/2018","A","Cycle Inspection / Re-inspection",13
"19374","50060936","CITY CATERING & CAFE","12/03/2018","G","Cycle Inspection / Re-inspection",12
"19375","50060943","L'INDUSTRIE PIZZERIA","02/23/2019","A","Cycle Inspection / Initial Inspection",7
"19376","50060947","CHEFS CLUB COUNTER","10/30/2018","A","Cycle Inspection / Initial Inspection",13
"19377","50060954","JOE & THE JUICE","04/05/2019","A","Cycle Inspection / Initial Inspection",12
"19378","50060958","KABOB SHACK","04/17/2018","A","Cycle Inspection / Initial Inspection",3
"19379","50060964","AUNTIE ANNE'S","05/01/2018","A","Cycle Inspection / Initial Inspection",3
"19380","50060965","CHEF ALESS","12/19/2018","A","Cycle Inspection / Re-inspection",7
"19381","50060968","NEPALI BHANCHHA GHAR","12/17/2018","A","Cycle Inspection / Re-inspection",9
"19382","50060971","KATCH","09/06/2018","A","Cycle Inspection / Re-inspection",13
"19383","50060972","JUPIOCA","08/22/2018","A","Cycle Inspection / Initial Inspection",10
"19384","50060976","I.CE.NY","01/02/2019","A","Cycle Inspection / Initial Inspection",7
"19385","50060981","BREAD & BUTTER","01/11/2019","A","Cycle Inspection / Initial Inspection",12
"19386","50060984","KOREAN & CHINESE CUISINE","04/24/2018","A","Cycle Inspection / Initial Inspection",10
"19387","50060989","CAROL'S CAFE","04/23/2018","A","Cycle Inspection / Initial Inspection",4
"19388","50060998","NOODIES THAI","02/27/2019","A","Cycle Inspection / Initial Inspection",12
"19389","50060999","HIDE CHAN RAMEN","09/20/2018","A","Pre-permit (Operational) / Re-inspection",10
"19390","50061001","BY CHLOE","04/21/2018","A","Cycle Inspection / Initial Inspection",5
"19391","50061005","DIAMOND REEF","10/20/2017","A","Pre-permit (Operational) / Initial Inspection",11
"19392","50061007","STEWARTS","12/12/2018","A","Cycle Inspection / Re-inspection",11
"19393","50061022","INDIAN TABLE","10/10/2018","A","Cycle Inspection / Re-inspection",12
"19394","50061023","CHOWTIME","01/10/2019","A","Cycle Inspection / Initial Inspection",12
"19395","50061024","CHINA WOK","09/27/2018","A","Cycle Inspection / Initial Inspection",13
"19396","50061025","SUBWAY","05/04/2018","A","Cycle Inspection / Initial Inspection",4
"19397","50061027","MILLIE PEARTREE FISH FRY & SOUL FOOD","09/15/2018","B","Cycle Inspection / Re-inspection",23
"19398","50061029","SOUP JUNKIES","08/23/2018","A","Cycle Inspection / Initial Inspection",0
"19399","50061031","WHITE & CASE COFFEE BAR & PANTRY","09/10/2018","A","Cycle Inspection / Initial Inspection",2
"19400","50061032","WHITE & CASE CAFE","09/10/2018","A","Cycle Inspection / Initial Inspection",10
"19401","50061036","CARVEL ICE CREAM","11/08/2018","A","Cycle Inspection / Initial Inspection",11
"19402","50061047","MCDONALD'S","11/01/2018","A","Cycle Inspection / Initial Inspection",4
"19403","50061048","STARBUCKS COFFEE #852","11/13/2018","A","Cycle Inspection / Initial Inspection",12
"19404","50061060","TEXAS CHICKEN & BURGERS","01/23/2019","A","Cycle Inspection / Re-inspection",13
"19405","50061061","KENNEDY'S CHICKEN & GRILL","03/05/2019","A","Cycle Inspection / Re-inspection",12
"19406","50061063","4 Amores (Entrance is on Whitney Ave)","12/17/2018","A","Cycle Inspection / Initial Inspection",7
"19407","50061064","CROWN FRIED CHICKEN","03/09/2019",NA,"Cycle Inspection / Initial Inspection",10
"19408","50061065","DR SMOOD","04/04/2019","A","Cycle Inspection / Initial Inspection",10
"19409","50061068","SHAAPZ SPORTS BAR AND EATERY","12/20/2018","A","Cycle Inspection / Initial Inspection",13
"19410","50061071","KUNGFU KITCHEN 805","01/29/2019","A","Cycle Inspection / Initial Inspection",11
"19411","50061072","YUMMY YUMMY","12/19/2018","A","Cycle Inspection / Re-inspection",9
"19412","50061076","GOOD HEALTH CAFE","02/15/2019","Z","Cycle Inspection / Reopening Inspection",13
"19413","50061079","IHS MARKIT CAFE","03/22/2019","A","Cycle Inspection / Initial Inspection",11
"19414","50061081","B & D HALAL RESTAURANT","10/31/2018","A","Cycle Inspection / Initial Inspection",4
"19415","50061087","MOTHER EARTH JUICE BAR AND HEALTH FOOD STORE","10/22/2018","A","Cycle Inspection / Initial Inspection",12
"19416","50061111","PIZZA STOP","11/05/2018","A","Cycle Inspection / Re-inspection",11
"19417","50061114","CHAR SUE","03/28/2019","A","Cycle Inspection / Initial Inspection",9
"19418","50061117","CAFE BILBOQUET","06/07/2018","A","Cycle Inspection / Initial Inspection",4
"19419","50061120","ORACLE LOUNGE","10/27/2018","A","Pre-permit (Operational) / Re-inspection",11
"19420","50061123","CROWN GRILL & CHICKEN","01/08/2019","A","Cycle Inspection / Initial Inspection",7
"19421","50061125","SAKURA","02/04/2019","A","Cycle Inspection / Initial Inspection",10
"19422","50061127","YETI SPICE GRILL","04/12/2019","A","Cycle Inspection / Initial Inspection",11
"19423","50061128","TRAMONTI","10/13/2017","A","Cycle Inspection / Initial Inspection",10
"19424","50061130","NEW DONG FANG KITCHEN","06/21/2018","A","Cycle Inspection / Initial Inspection",7
"19425","50061131","FRESH N FROZEN","05/23/2018","A","Cycle Inspection / Initial Inspection",5
"19426","50061132","THE FACTORY","11/21/2018","A","Cycle Inspection / Re-inspection",13
"19427","50061134","CHILLHOUSE","02/01/2019","A","Cycle Inspection / Re-inspection",9
"19428","50061138","OM WOK","04/09/2019","A","Cycle Inspection / Initial Inspection",13
"19429","50061140","TURNTABLE CHICKEN JAZZ","01/23/2019","A","Cycle Inspection / Re-inspection",13
"19430","50061144","POTALA RESTAURANT","04/25/2018","A","Cycle Inspection / Initial Inspection",10
"19431","50061148","FRANK'S REDHOT TERRACE","08/16/2018","A","Cycle Inspection / Initial Inspection",11
"19432","50061149","RIGHT FIELD DECK BAR","08/16/2018","A","Cycle Inspection / Initial Inspection",7
"19433","50061153","LA OFICINA","09/29/2018","A","Pre-permit (Operational) / Re-inspection",13
"19434","50061159","AT&T SPORTS LOUNGE","09/13/2018","A","Cycle Inspection / Re-inspection",8
"19435","50061162","CODE RED","05/14/2018","A","Cycle Inspection / Initial Inspection",10
"19436","50061163","Soul Food","04/02/2019","A","Cycle Inspection / Re-inspection",13
"19437","50061164","BEER KARMA","10/02/2018","A","Cycle Inspection / Initial Inspection",2
"19438","50061174","JASMINE","01/04/2019","A","Cycle Inspection / Re-inspection",12
"19439","50061177","FIASCO","12/27/2018","A","Cycle Inspection / Initial Inspection",11
"19440","50061181","FORK AND GROOVES","07/26/2018","A","Cycle Inspection / Initial Inspection",12
"19441","50061187","VERYTHAI","05/01/2018","A","Cycle Inspection / Initial Inspection",13
"19442","50061188","MARKET PLACE (METLIFE)","12/18/2018","A","Cycle Inspection / Initial Inspection",10
"19443","50061189","GOOD SEED","03/29/2019","A","Cycle Inspection / Initial Inspection",10
"19444","50061190","METLIFE COFFEE BAR","10/15/2018","A","Cycle Inspection / Initial Inspection",3
"19445","50061192","MIDDLE EATS","04/26/2018","A","Cycle Inspection / Initial Inspection",8
"19446","50061193","DUNKIN DONUTS ARRIVAL","05/24/2018","A","Cycle Inspection / Initial Inspection",9
"19447","50061194","$1.25 PIZZA","12/18/2018","A","Cycle Inspection / Re-inspection",10
"19448","50061195","CAMILLE'S JAMAICAN RESTAURANT","10/18/2018","A","Cycle Inspection / Initial Inspection",3
"19449","50061199","VIVI BUBBLE TEA","03/08/2019","A","Cycle Inspection / Initial Inspection",11
"19450","50061211","TIPSY SCOOP","06/20/2018","A","Cycle Inspection / Initial Inspection",3
"19451","50061213","CLEVER BLEND","04/30/2018","A","Cycle Inspection / Initial Inspection",9
"19452","50061214","MONROE","05/31/2018","A","Cycle Inspection / Initial Inspection",13
"19453","50061215","Big Tiny","08/08/2017","A","Pre-permit (Operational) / Initial Inspection",10
"19454","50061226","TACO BELL PIZZA HUT","05/04/2018","A","Cycle Inspection / Initial Inspection",5
"19455","50061229","BEBEFRITAY","05/08/2018","A","Cycle Inspection / Initial Inspection",10
"19456","50061230","EAST AKINA SUSHI","02/06/2019","A","Cycle Inspection / Re-inspection",11
"19457","50061233","ARTICHOKE BASILLE'S PIZZA","02/05/2019","A","Cycle Inspection / Initial Inspection",12
"19458","50061234","NEW ERA RESTAURANT & LOUNGE","10/26/2018","A","Cycle Inspection / Re-inspection",12
"19459","50061235","METRO FEAST","01/25/2019","A","Cycle Inspection / Re-inspection",9
"19460","50061236","SWEET MOMENT","11/13/2018","A","Cycle Inspection / Initial Inspection",9
"19461","50061237","WISEFISH  POKE","04/25/2018","A","Cycle Inspection / Initial Inspection",5
"19462","50061246","EAST ONE COFFEE ROASTERS","12/31/2018","B","Cycle Inspection / Re-inspection",27
"19463","50061258","COR THAI YOU","02/07/2019","B","Cycle Inspection / Re-inspection",24
"19464","50061281","JOE & PAT'S","02/28/2019","A","Cycle Inspection / Initial Inspection",13
"19465","50061282","BELLINI","03/13/2019","A","Cycle Inspection / Initial Inspection",7
"19466","50061283","THE LAST WORD/TLW","10/19/2018","A","Cycle Inspection / Initial Inspection",9
"19467","50061285","TBAAR","01/16/2019","A","Cycle Inspection / Re-inspection",8
"19468","50061293","AL-NAIMAT","04/03/2018","A","Cycle Inspection / Initial Inspection",5
"19469","50061295","TARTINA","10/03/2018","A","Cycle Inspection / Re-inspection",10
"19470","50061296","SEABRING BEVERAGE/LOOK HOTELS","10/02/2018","A","Cycle Inspection / Initial Inspection",12
"19471","50061297","FUN CAFE","04/15/2019","A","Cycle Inspection / Initial Inspection",2
"19472","50061298","ABIKO CURRY","02/26/2019","A","Cycle Inspection / Initial Inspection",9
"19473","50061303","MIGHTY BOWL","01/30/2019","A","Cycle Inspection / Re-inspection",13
"19474","50061305","GLORIA","05/09/2018","A","Pre-permit (Operational) / Initial Inspection",9
"19475","50061316","SURF CITY","02/14/2019","A","Cycle Inspection / Initial Inspection",12
"19476","50061322","BONMI VIETNAMESE","01/02/2019","A","Cycle Inspection / Initial Inspection",7
"19477","50061329","HAWA","04/26/2018","A","Cycle Inspection / Initial Inspection",7
"19478","50061335","EL NUEVO HORNERO BAKERY & CAFE","12/06/2018","A","Cycle Inspection / Initial Inspection",13
"19479","50061344","PORTOFINO PIZZA","04/09/2019","A","Cycle Inspection / Re-inspection",12
"19480","50061356","EL-RAWSHEH","01/08/2019","A","Cycle Inspection / Re-inspection",10
"19481","50061366","TEXAS CHICKEN","01/16/2019","A","Cycle Inspection / Initial Inspection",7
"19482","50061368","VARIETY COFFEE ROASTERS","11/30/2018","A","Cycle Inspection / Initial Inspection",12
"19483","50061386","NATHAN'S","08/30/2017","A","Pre-permit (Operational) / Initial Inspection",5
"19484","50061387","FAMILY ALTAGRACIA CARIBBEAN CUISINE","02/14/2019","Z","Cycle Inspection / Reopening Inspection",0
"19485","50061389","TACK'S CHINESE TAKE OUT","07/10/2018","A","Cycle Inspection / Re-inspection",13
"19486","50061393","PANINO RUSTICO II","10/16/2018","A","Cycle Inspection / Initial Inspection",5
"19487","50061410","ALPHANSO'S PIZZERIA","03/01/2019","B","Cycle Inspection / Re-inspection",15
"19488","50061416","LA ESQUINA","10/11/2018","A","Cycle Inspection / Re-inspection",13
"19489","50061417","ZA-YA RAMEN","03/22/2018","A","Pre-permit (Operational) / Initial Inspection",12
"19490","50061432","KENNEDY FRIED CHICKEN & PIZZA","04/03/2019","A","Cycle Inspection / Initial Inspection",9
"19491","50061438","SPECTRUM CATERING AND CONCESSIONS (BROOKLYN STEEL)","02/24/2018","A","Pre-permit (Operational) / Initial Inspection",5
"19492","50061440","ARCADIA","10/02/2018","B","Pre-permit (Operational) / Re-inspection",14
"19493","50061442","FLOWER BROOK MIFEN HOUSE","03/28/2019","A","Cycle Inspection / Re-inspection",13
"19494","50061445","SUSHI KATSUI","05/09/2018","A","Cycle Inspection / Initial Inspection",12
"19495","50061449","TANDIR KEBAB","10/19/2018","Z","Cycle Inspection / Reopening Inspection",9
"19496","50061452","BOIL BOIL RAMEN","08/01/2018","A","Cycle Inspection / Re-inspection",0
"19497","50061456","ROUGH TRADE","05/23/2018","A","Pre-permit (Operational) / Re-inspection",7
"19498","50061457","HEMLOCK","03/22/2018","A","Pre-permit (Operational) / Initial Inspection",9
"19499","50061459","MUSIC HALL OF WILLIAMSBURG","05/30/2018","A","Cycle Inspection / Initial Inspection",9
"19500","50061461","TERMINAL 5","10/19/2018","A","Cycle Inspection / Initial Inspection",11
"19501","50061463","HOME FRITE (DEKALB MARKET)","02/22/2018","A","Cycle Inspection / Initial Inspection",2
"19502","50061469","AMPLE HILLS  (DEKALB MARKET)","04/10/2019","A","Cycle Inspection / Initial Inspection",2
"19503","50061476","HONDA CLUBHOUSE","06/05/2018","A","Cycle Inspection / Initial Inspection",6
"19504","50061477","VIP LOUNGE","06/05/2018","A","Cycle Inspection / Initial Inspection",7
"19505","50061502","STARBUCKS COFFEE #48340","09/05/2018","A","Cycle Inspection / Initial Inspection",4
"19506","50061507","BICKLES 2 GO","05/15/2018","A","Cycle Inspection / Initial Inspection",12
"19507","50061516","FEED","07/16/2018","A","Cycle Inspection / Initial Inspection",7
"19508","50061519","New China Tung","05/09/2018","A","Cycle Inspection / Initial Inspection",5
"19509","50061520","YOUTH CAFE","04/04/2019","A","Cycle Inspection / Initial Inspection",8
"19510","50061521","STONE BRIDGE PIZZA & SALAD","10/01/2018","A","Cycle Inspection / Initial Inspection",2
"19511","50061526","TRI TOWER EATERY","08/13/2018","A","Cycle Inspection / Initial Inspection",13
"19512","50061530","EL VIEJO JHONS RESTAURANT","03/02/2019","A","Cycle Inspection / Re-inspection",10
"19513","50061531","RENAISSANCE HARLEM","08/15/2018","C","Cycle Inspection / Re-inspection",33
"19514","50061537","TACOS CUAUTLA MORALES","11/01/2018","A","Cycle Inspection / Initial Inspection",12
"19515","50061542","BOULEY TEST KITCHEN","08/31/2018","A","Cycle Inspection / Initial Inspection",8
"19516","50061558","CHEZ LUCIEN","05/31/2018","B","Pre-permit (Operational) / Re-inspection",17
